"","X.10lgP","Mass","ppm","m.z","RT","Start","End","diff_range"
"6069",34.97,1298.7346,-1.1,650.3738,10.88,0.8928,0.9182,0.0254
"6070",34.97,1142.5219,-2.5,572.2668,13.32,0.7994,0.8247,0.0253
"6071",34.96,1529.7513,10.8,765.8912,11.88,0.9039,0.9294,0.0255
"6072",34.96,817.4368,-2.6,818.442,10.51,1.1914,1.2169,0.0255000000000001
"6073",34.96,832.429,0.4,833.4366,2.62,1.2057,1.2313,0.0256000000000001
"6074",34.96,1230.584,-2.7,616.2976,5.05,0.7852,0.8105,0.0253
"6075",34.95,1390.6836,-0.6,696.3486,17.16,0.8725,0.8978,0.0253
"6076",34.95,940.4324,-2.4,941.4374,8.02,1.2773,1.3029,0.0255999999999998
"6077",34.95,1167.5044,-3.6,1168.5074,7.84,1.4209,1.4466,0.0257000000000001
"6078",34.95,1443.7972,-21.2,722.8906,16.5,0.8928,0.9182,0.0254
"6079",34.95,1351.6844,1.3,676.8504,6.15,0.8633,0.8887,0.0254000000000001
"6080",34.94,2443.0762,-2.2,1222.5427,16.34,1.1219,1.1474,0.0255000000000001
"6081",34.93,1209.5295,3.3,605.774,2.69,0.774,0.7994,0.0254
"6082",34.93,1775.8447,-6.8,592.9515,11.84,0.771,0.7963,0.0253
"6083",34.92,2044.9701,-0.1,1023.4922,10.79,1.0393,1.0648,0.0255000000000001
"6084",34.92,1384.6694,-5.4,693.3383,5.21,0.845,0.8704,0.0254
"6085",34.91,1543.6903,4.8,772.8561,10.22,0.8857,0.9111,0.0254
"6086",34.91,995.5036,1.2,498.7597,8.21,0.7437,0.769,0.0253
"6087",34.9,896.5079,8,897.5223,4.96,1.2558,1.2814,0.0256000000000001
"6088",34.9,1412.6354,2.3,471.8868,8.8,0.6667,0.692,0.0253
"6089",34.9,1430.7881,1.3,716.4022,11.7,0.9599,0.9853,0.0254
"6090",34.89,1040.5614,-5.3,521.2852,3.21,0.77,0.7953,0.0253
"6091",34.89,2383.0938,5.3,1192.5604,17.86,1.1199,1.1454,0.0255000000000001
"6092",34.87,1144.5732,0.7,1145.5813,10.15,1.4744,1.5001,0.0257000000000001
"6093",34.87,951.4549,9.4,952.4711,14.33,1.307,1.3327,0.0257000000000001
"6094",34.87,1329.7041,-2.2,665.8578,10.65,0.841,0.8664,0.0254
"6095",34.85,1378.6993,2.4,690.3586,8.41,0.9202,0.9456,0.0254
"6096",34.85,1256.5972,2.5,629.3074,7.89,0.8329,0.8582,0.0253
"6097",34.84,805.4333,6.9,806.4462,8,1.1955,1.221,0.0255000000000001
"6098",34.84,1478.7378,-0.1,740.3761,9.3,0.906,0.9314,0.0254
"6099",34.84,1318.6815,4.2,660.3508,10.9,0.8471,0.8725,0.0254000000000001
"6100",34.83,905.409,-1.1,906.4153,6.77,1.2221,1.2476,0.0255000000000001
"6101",34.83,901.5233,-2.4,902.5284,7.77,1.2927,1.3183,0.0256000000000001
"6102",34.83,974.4556,-0.7,975.4622,5.12,1.2896,1.3152,0.0255999999999998
"6103",34.83,832.4178,6.8,833.4307,4.58,1.1924,1.218,0.0256000000000001
"6104",34.82,949.4215,6.4,950.4349,10.74,1.304,1.3296,0.0255999999999998
"6105",34.82,1082.4344,-7.1,1083.4341,14.62,1.3706,1.3963,0.0257000000000001
"6106",34.82,1187.5856,-3.7,594.7979,14.51,0.7832,0.8085,0.0253
"6107",34.82,885.4919,-2.2,886.4973,4.74,1.2661,1.2917,0.0256000000000001
"6108",34.82,2847.3345,2.5,1424.6781,14.28,1.1434,1.1689,0.0255000000000001
"6109",34.81,1287.667,-3.9,1288.6692,9.53,1.5433,1.5691,0.0258
"6110",34.81,988.5706,-6,495.2896,14.24,0.7609,0.7862,0.0253
"6111",34.81,1100.5648,15.3,551.2981,7.31,0.768,0.7933,0.0253
"6112",34.8,1140.5524,3.7,571.2856,5.28,0.7882,0.8136,0.0254
"6113",34.79,2219.0706,-2.7,1110.5396,16.02,1.0678,1.0933,0.0254999999999999
"6114",34.79,846.4334,-5,847.4365,3.64,1.2313,1.2569,0.0255999999999998
"6115",34.79,846.4334,-5,847.4365,3.64,1.2313,1.2569,0.0255999999999998
"6116",34.79,1062.5168,2.1,1063.5264,12.07,1.3419,1.3675,0.0255999999999998
"6117",34.78,1116.5411,-0.6,559.2775,2.91,0.7599,0.7852,0.0253
"6118",34.77,859.3858,2.1,860.3949,6.29,1.1955,1.221,0.0255000000000001
"6119",34.77,2840.3464,23.7,947.8119,16.91,0.8725,0.8978,0.0253
"6120",34.77,1300.6921,6.6,651.3576,10.4,0.8298,0.8552,0.0254
"6121",34.76,873.4443,-0.6,874.4511,8.78,1.2456,1.2712,0.0256000000000001
"6122",34.76,929.4818,0.1,930.4891,4.03,1.2988,1.3245,0.0257000000000001
"6123",34.76,795.3399,3.8,796.3502,6.63,1.1444,1.1699,0.0254999999999999
"6124",34.76,1428.6593,-6.9,715.332,6.13,0.8542,0.8796,0.0254000000000001
"6125",34.75,843.5065,3.9,844.5171,11.66,1.2384,1.264,0.0256000000000001
"6126",34.74,1175.655,-0.1,588.8347,15.79,0.7953,0.8207,0.0254
"6127",34.73,838.3821,-2.2,839.3875,9.6,1.1822,1.2077,0.0255000000000001
"6128",34.72,1262.6367,-2,632.3244,11.08,0.8105,0.8359,0.0254
"6129",34.71,1760.8879,4.2,881.455,11.7,0.9843,1.0097,0.0254000000000001
"6130",34.7,956.5291,-1.2,957.5352,5.78,1.3337,1.3593,0.0255999999999998
"6131",34.7,1766.9349,-0.3,884.4745,13.37,1.022,1.0474,0.0254000000000001
"6132",34.69,1158.4465,-4.7,1159.4484,11.97,1.4148,1.4404,0.0255999999999998
"6133",34.69,908.4426,6.8,909.4561,9.07,1.2917,1.3173,0.0255999999999998
"6134",34.69,2185.1187,-11.9,1093.5536,18.27,1.2302,1.2558,0.0256000000000001
"6135",34.69,935.4963,-3.6,936.5002,10.76,1.3173,1.3429,0.0256000000000001
"6136",34.69,1012.5553,1.4,1013.564,7.52,1.3563,1.3819,0.0255999999999998
"6137",34.69,850.3742,6.8,851.3873,6.13,1.2159,1.2415,0.0256000000000001
"6138",34.68,1373.803,-5.5,458.9391,15.97,0.7204,0.7457,0.0253
"6139",34.68,1726.8274,0.3,864.4212,7.89,1.0271,1.0525,0.0254000000000001
"6140",34.68,896.4603,3,897.4703,7.5,1.2599,1.2855,0.0256000000000001
"6141",34.67,928.4865,-4.5,929.4896,9.8,1.3091,1.3347,0.0256000000000001
"6142",34.65,1233.595,0,617.8047,7.09,0.7963,0.8217,0.0254
"6143",34.65,957.4953,0.2,958.5027,7.61,1.3275,1.3532,0.0257000000000001
"6144",34.64,776.3916,2.2,777.4006,3.62,1.1648,1.1904,0.0255999999999998
"6145",34.64,833.3953,1.4,834.4037,2.87,1.2302,1.2558,0.0256000000000001
"6146",34.64,1191.6322,-3.2,596.8215,17.5,0.7974,0.8227,0.0253
"6147",34.64,1184.5356,-9,593.2698,3.64,0.7832,0.8085,0.0253
"6148",34.63,1225.6455,-9.6,613.8242,15.29,0.8105,0.8359,0.0254
"6149",34.63,1301.5745,13.2,651.8031,10.63,0.8278,0.8532,0.0254
"6150",34.62,1513.8101,-13.2,757.9023,12.02,0.8958,0.9212,0.0254
"6151",34.62,1327.6407,1.2,443.5547,6.93,0.6647,0.69,0.0253
"6152",34.6,1671.8613,10.6,836.9468,15.74,0.9487,0.9741,0.0254
"6153",34.59,1162.5505,1.5,1163.5596,9.74,1.4322,1.4579,0.0257000000000001
"6154",34.58,2186.1326,-3,1094.0703,16.43,1.0821,1.1076,0.0254999999999999
"6155",34.58,1322.6401,-4.3,662.3245,6.72,0.842,0.8674,0.0254
"6156",34.56,1072.486,6.2,1073.4999,5.74,1.386,1.4117,0.0257000000000001
"6157",34.56,1002.5597,3.3,1003.5703,12.8,1.2968,1.3224,0.0256000000000001
"6158",34.56,1206.6244,-2.5,604.3179,15.04,0.8014,0.8268,0.0254
"6159",34.55,906.4117,13.1,907.4308,4.71,1.2569,1.2825,0.0256000000000001
"6160",34.55,704.334,0.8,705.3419,0.79,1.0658,1.0913,0.0254999999999999
"6161",34.54,1389.7074,-17.9,464.2348,10.54,0.7062,0.7315,0.0253
"6162",34.54,1220.6652,-4.9,611.3369,18.02,0.8247,0.8501,0.0254
"6163",34.54,1020.5604,-7.1,511.2838,8.25,0.7386,0.7639,0.0253
"6164",34.53,1247.5796,-0.3,624.7969,4.28,0.8217,0.8471,0.0254
"6165",34.53,1214.6255,12.1,608.3274,7.31,0.7943,0.8197,0.0254
"6166",34.52,916.4138,1.1,917.422,5.92,1.2159,1.2415,0.0256000000000001
"6167",34.52,1056.5426,-4.4,529.2762,9.44,0.7507,0.7761,0.0254
"6168",34.51,1405.5867,13.5,703.8101,9.28,0.841,0.8664,0.0254
"6169",34.5,1816.9067,3.4,909.4637,14.26,0.9741,0.9996,0.0255000000000001
"6170",34.5,1318.6921,1.6,660.3544,16.75,0.8359,0.8613,0.0254
"6171",34.5,934.4144,8.7,935.4299,6.97,1.2415,1.2671,0.0255999999999998
"6172",34.5,989.4666,9.2,990.483,3.51,1.2794,1.305,0.0255999999999998
"6173",34.49,1449.7324,4.6,484.2536,3.35,0.6667,0.692,0.0253
"6174",34.49,1013.5069,-1.4,1014.5128,10.99,1.3911,1.4168,0.0257000000000001
"6175",34.49,1215.6248,6.8,1216.6403,11.38,1.5104,1.5361,0.0257000000000001
"6176",34.49,943.5161,-1,944.5224,7.91,1.3142,1.3398,0.0256000000000001
"6177",34.48,1498.6875,-1.2,750.3501,14.81,0.8918,0.9172,0.0254
"6178",34.48,959.46,-5.3,960.4622,10.58,1.3029,1.3286,0.0257000000000001
"6179",34.47,939.4702,2.9,940.4802,10.15,1.3163,1.3419,0.0256000000000001
"6180",34.47,862.4283,-0.5,863.4352,15.77,1.2272,1.2528,0.0255999999999998
"6181",34.46,1119.5044,1,560.76,2.41,0.7822,0.8075,0.0253
"6182",34.46,1936.9279,-7.1,646.6453,13.94,0.7862,0.8116,0.0254
"6183",34.46,1064.4808,-1,1065.4871,10.44,1.3932,1.4189,0.0257000000000001
"6184",34.45,883.3923,4.7,884.4037,9.39,1.219,1.2446,0.0255999999999998
"6185",34.45,909.4443,3.4,910.4547,10.35,1.2784,1.304,0.0256000000000001
"6186",34.45,851.4025,0.6,852.4102,9.96,1.2067,1.2323,0.0255999999999998
"6187",34.45,1628.8695,4.9,815.446,18.09,0.9324,0.9578,0.0254
"6188",34.44,1280.7015,-8.5,641.3526,15.61,0.8278,0.8532,0.0254
"6189",34.43,1261.6262,-5.6,631.8168,5.08,0.8136,0.8389,0.0253
"6190",34.43,1430.7041,3.8,716.3621,17.52,0.9121,0.9375,0.0254
"6191",34.43,1561.7987,7.8,781.9127,16.09,0.9151,0.9405,0.0254
"6192",34.43,1490.7222,-5.3,746.3644,8.8,0.9151,0.9405,0.0254
"6193",34.42,1029.5607,1.6,1030.5696,12.27,1.3593,1.385,0.0257000000000001
"6194",34.41,1005.4437,6.7,1006.4577,3.6,1.2999,1.3255,0.0255999999999998
"6195",34.41,809.3741,0.6,810.3819,6.42,1.175,1.2006,0.0255999999999998
"6196",34.4,1144.6029,-3.9,573.3065,14.53,0.7852,0.8105,0.0253
"6197",34.4,773.4112,2.7,774.4206,15.06,1.173,1.1985,0.0254999999999999
"6198",34.4,1503.6226,1.8,752.8199,7.68,0.8582,0.8836,0.0254000000000001
"6199",34.4,1388.7412,-1.4,695.3769,8.37,0.8694,0.8948,0.0254000000000001
"6200",34.4,968.4967,8.5,969.5122,14.24,1.3193,1.345,0.0257000000000001
"6201",34.4,1449.6493,5.7,725.8361,9.37,0.8623,0.8877,0.0254000000000001
"6202",34.39,1372.7715,0.5,687.3934,10.97,0.8775,0.9029,0.0254000000000001
"6203",34.38,991.3883,-0.4,992.3951,4.6,1.304,1.3296,0.0255999999999998
"6204",34.38,789.4021,-5.1,790.4053,9.23,1.1709,1.1965,0.0255999999999998
"6205",34.38,833.4495,2,834.4584,5.49,1.2098,1.2354,0.0256000000000001
"6206",34.38,914.5073,-5.8,915.5092,9.05,1.2835,1.3091,0.0255999999999998
"6207",34.37,1173.5553,5,1174.5685,11.47,1.5042,1.5299,0.0257000000000001
"6208",34.37,1782.941,-11,892.468,9.1,0.9965,1.022,0.0255
"6209",34.36,772.4079,4.5,773.4186,6.83,1.1617,1.1873,0.0256000000000001
"6210",34.36,793.4446,6.5,794.4571,5.9,1.1842,1.2098,0.0256000000000001
"6211",34.36,1376.6586,2.9,459.8948,3.8,0.6465,0.6718,0.0253
"6212",34.36,970.4396,6.7,971.4534,13.07,1.3101,1.3357,0.0256000000000001
"6213",34.36,1344.719,7.1,673.3715,14.53,0.8755,0.9009,0.0254000000000001
"6214",34.35,1290.639,-10.7,646.3199,5.53,0.8197,0.845,0.0253
"6215",34.35,2198.0823,36.1,1100.0881,15.22,1.0842,1.1097,0.0254999999999999
"6216",34.35,1070.6124,-3.2,536.3118,12.16,0.7599,0.7852,0.0253
"6217",34.33,1268.7089,-6.9,635.3574,16.27,0.84,0.8653,0.0253
"6218",34.33,995.4308,6.7,498.726,3.3,0.7123,0.7376,0.0253
"6219",34.32,1343.7296,1.7,672.8732,14.21,0.8806,0.906,0.0254
"6220",34.32,1272.719,-2.6,637.3651,13.96,0.8207,0.8461,0.0254
"6221",34.32,992.5178,5.6,993.5306,7.79,1.3522,1.3778,0.0255999999999998
"6222",34.31,746.4538,1.9,747.4625,6.61,1.1485,1.174,0.0254999999999999
"6223",34.31,848.4028,-1.2,849.4091,5.12,1.2313,1.2569,0.0255999999999998
"6224",34.31,1059.5713,1.4,530.7936,9.67,0.7406,0.7659,0.0253
"6225",34.31,1104.5775,6.9,553.2999,2.71,0.7578,0.7832,0.0254
"6226",34.31,3041.2744,-4.1,1014.7612,10.83,0.8674,0.8928,0.0254000000000001
"6227",34.3,881.4316,1.9,882.4406,7.95,1.2753,1.3009,0.0255999999999998
"6228",34.28,1474.8871,0.1,738.4509,16.45,0.8958,0.9212,0.0254
"6229",34.28,1401.6008,-1.9,701.8063,3.6,0.8339,0.8593,0.0254
"6230",34.27,1015.4683,-12.6,508.735,2.5,0.7295,0.7548,0.0253
"6231",34.25,1527.8257,6,764.9247,9.85,0.9578,0.9833,0.0255
"6232",34.25,973.4141,2.4,974.4236,8.14,1.2558,1.2814,0.0256000000000001
"6233",34.25,853.4697,8.7,854.4844,14.05,1.2435,1.2691,0.0255999999999998
"6234",34.24,1679.8705,-13.5,560.9565,14.19,0.7578,0.7832,0.0254
"6235",34.24,1093.7111,-11.1,547.8568,17.02,0.7791,0.8045,0.0254
"6236",34.24,1188.5709,-3.5,595.2906,10.63,0.7822,0.8075,0.0253
"6237",34.24,1380.631,12.3,691.3312,17.82,0.8613,0.8867,0.0254000000000001
"6238",34.22,1630.7515,10.5,816.3916,14.99,0.9334,0.9589,0.0255
"6239",34.21,893.4429,-1.4,894.449,12.11,1.2671,1.2927,0.0256000000000001
"6240",34.21,1016.4774,3.2,1017.488,13.14,1.3357,1.3614,0.0256999999999998
"6241",34.21,980.5039,1.9,491.2602,3.51,0.7082,0.7335,0.0253
"6242",34.2,1187.5459,6.5,1188.5609,9.6,1.4579,1.4836,0.0257000000000001
"6243",34.2,1074.4829,5.4,1075.496,6.68,1.4548,1.4805,0.0256999999999998
"6244",34.2,1130.4727,-1.4,566.2428,3.23,0.77,0.7953,0.0253
"6245",34.19,2124.8879,21.3,1063.4739,15.04,1.0403,1.0658,0.0255000000000001
"6246",34.19,1591.7631,2,796.8904,9.83,0.9039,0.9294,0.0255
"6247",34.19,2345.0771,-5.2,782.6956,14.99,0.7943,0.8197,0.0254
"6248",34.18,980.4814,-0.4,981.4883,9.3,1.3429,1.3686,0.0257000000000001
"6249",34.18,992.4927,2.6,993.5025,8.07,1.2886,1.3142,0.0256000000000001
"6250",34.17,1364.6797,-4.8,683.3439,6.86,0.8816,0.907,0.0254
"6251",34.17,827.367,4,828.3776,8.41,1.2057,1.2313,0.0256000000000001
"6252",34.17,1028.5151,1.5,515.2656,3.39,0.7426,0.768,0.0254
"6253",34.17,1284.6674,-4,643.3384,7.47,0.8247,0.8501,0.0254
"6254",34.16,806.3657,9.6,807.3807,1.85,1.1801,1.2057,0.0256000000000001
"6255",34.16,1130.5753,5.2,1131.5885,12.27,1.46,1.4857,0.0257000000000001
"6256",34.16,995.4998,-4.5,996.5026,17.34,1.3409,1.3665,0.0256000000000001
"6257",34.16,1270.7397,1.7,636.3782,15.97,0.8278,0.8532,0.0254
"6258",34.15,1447.7064,44.4,724.8926,15.47,0.8826,0.908,0.0254
"6259",34.15,1217.6326,0.9,1218.641,15.42,1.5217,1.5474,0.0257000000000001
"6260",34.15,974.5185,-13.2,975.5129,8.39,1.305,1.3306,0.0256000000000001
"6261",34.15,664.3544,4.6,665.3647,3.19,1.0678,1.0933,0.0254999999999999
"6262",34.14,819.4702,3.4,820.4802,5.08,1.2159,1.2415,0.0256000000000001
"6263",34.14,828.4453,-2.8,829.4503,3.94,1.2272,1.2528,0.0255999999999998
"6264",34.12,920.4312,0.6,921.439,2.59,1.2272,1.2528,0.0255999999999998
"6265",34.12,1296.6925,3.1,649.3555,17.34,0.8379,0.8633,0.0254
"6266",34.11,1600.8031,-5.4,801.4045,8.07,0.9161,0.9416,0.0255
"6267",34.11,1158.5629,9.5,580.2942,4.96,0.7903,0.8156,0.0253
"6268",34.11,1598.8052,-2.8,800.4076,14.65,0.9314,0.9568,0.0254
"6269",34.11,877.4545,5.1,878.4662,13.98,1.2671,1.2927,0.0256000000000001
"6270",34.1,1671.9196,5.5,836.9716,17,0.9599,0.9853,0.0254
"6271",34.1,1241.6364,-4.7,621.8225,5.19,0.8116,0.8369,0.0253
"6272",34.09,1614.7136,-2.6,539.2438,10.92,0.7113,0.7366,0.0253
"6273",34.07,1031.4957,8.6,1032.5118,12.41,1.3911,1.4168,0.0257000000000001
"6274",34.07,1316.6572,1.3,659.3367,6.83,0.8197,0.845,0.0253
"6275",34.07,1152.6027,-3.9,577.3063,9.92,0.774,0.7994,0.0254
"6276",34.07,1264.62,4.8,633.3203,10.12,0.8329,0.8582,0.0253
"6277",34.07,782.4326,6.5,783.4449,8.89,1.1801,1.2057,0.0256000000000001
"6278",34.06,754.3176,-4.7,755.3214,5.15,1.1393,1.1648,0.0255000000000001
"6279",34.06,1124.6263,2.1,1125.636,16.36,1.4117,1.4374,0.0257000000000001
"6280",34.05,1934.9408,-5.1,968.4728,12.36,1.0087,1.0342,0.0255000000000001
"6281",34.04,1217.571,4.9,1218.5842,9.96,1.4785,1.5042,0.0257000000000001
"6282",34.03,2132.8562,2,1067.4375,10.33,1.0108,1.0362,0.0254000000000001
"6283",34.03,815.4025,3.8,816.4128,2.44,1.1577,1.1832,0.0255000000000001
"6284",34.02,1327.623,4.2,664.8216,11.75,0.8481,0.8735,0.0254000000000001
"6285",34.02,934.5123,3.6,935.523,11.84,1.3081,1.3337,0.0256000000000001
"6286",34.02,2758.425,-1.9,1380.2172,18,1.2282,1.2538,0.0256000000000001
"6287",34.01,3091.5662,1.4,619.3214,13.64,0.8349,0.8603,0.0254
"6288",34,1050.557,-4.7,526.2833,4.39,0.7426,0.768,0.0254
"6289",33.99,851.4388,8.2,852.4531,8.14,1.221,1.2466,0.0255999999999998
"6290",33.99,852.4381,-1.7,853.4439,9.48,1.2374,1.263,0.0255999999999998
"6291",33.99,1358.683,-0.8,680.3482,8.41,0.8877,0.9131,0.0254
"6292",33.98,1304.7009,-8.7,653.3521,13.76,0.8359,0.8613,0.0254
"6293",33.97,954.5175,-4,955.5209,9.12,1.3439,1.3696,0.0256999999999998
"6294",33.97,1330.6055,0.5,444.5426,6.9,0.6819,0.7072,0.0253000000000001
"6295",33.97,807.4127,3.2,808.4225,7.52,1.1791,1.2047,0.0256000000000001
"6296",33.95,1465.7565,1.1,733.8863,14.49,0.9111,0.9365,0.0254
"6297",33.95,2139.0129,-2.6,1070.511,15.26,1.0485,1.074,0.0255000000000001
"6298",33.95,977.5029,-0.6,978.5096,5.26,1.3645,1.3901,0.0255999999999998
"6299",33.93,1302.7217,-18.9,652.3558,13.46,0.8501,0.8755,0.0254
"6300",33.93,1277.5809,5,1278.5946,9.42,1.5361,1.5619,0.0258
"6301",33.93,1395.7034,1.6,698.86,9.37,0.8735,0.8989,0.0254
"6302",33.93,1450.7537,3.8,726.3868,10.03,0.9039,0.9294,0.0255
"6303",33.92,861.4088,10.2,862.4249,9.35,1.2313,1.2569,0.0255999999999998
"6304",33.92,879.445,4.1,880.4559,6.95,1.2456,1.2712,0.0256000000000001
"6305",33.91,771.4854,-0.7,772.4921,8.39,1.174,1.1996,0.0256000000000001
"6306",33.9,862.4773,1.4,863.4858,3.55,1.2425,1.2681,0.0256000000000001
"6307",33.9,1097.5717,8.1,549.7975,3.69,0.767,0.7923,0.0253
"6308",33.89,1166.6594,-6.3,584.3333,5.42,0.8095,0.8349,0.0254
"6309",33.89,1284.5768,-1.3,643.2948,5.81,0.8116,0.8369,0.0253
"6310",33.89,1668.9021,4.8,835.4623,15.74,1.0118,1.0373,0.0255000000000001
"6311",33.89,1319.6179,-4.7,660.8131,8.3,0.8349,0.8603,0.0254
"6312",33.88,870.5175,-2.3,871.5227,9.3,1.2487,1.2743,0.0256000000000001
"6313",33.87,897.5283,-0.6,898.535,9.39,1.2855,1.3111,0.0255999999999998
"6314",33.87,1616.714,3.2,809.3669,11.52,0.91,0.9355,0.0255
"6315",33.86,1008.5314,4.1,1009.5428,16.5,1.3953,1.4209,0.0256000000000001
"6316",33.86,920.4637,5.4,921.476,14.51,1.2773,1.3029,0.0255999999999998
"6317",33.85,1347.6517,2.5,674.8348,8.18,0.8572,0.8826,0.0254000000000001
"6318",33.85,875.46,-7.3,876.4608,6.9,1.2497,1.2753,0.0256000000000001
"6319",33.85,1080.4988,-9.9,541.2513,12.82,0.7457,0.771,0.0253
"6320",33.84,1749.9513,7,875.9891,15.38,0.9782,1.0036,0.0254000000000001
"6321",33.84,1531.8286,4.8,766.9252,17.36,0.9782,1.0036,0.0254000000000001
"6322",33.84,1197.4785,2.3,599.7479,3.85,0.7771,0.8024,0.0253
"6323",33.83,981.4767,-2.5,982.4815,7.95,1.3204,1.346,0.0256000000000001
"6324",33.83,1187.6775,1.1,594.8467,14.33,0.8095,0.8349,0.0254
"6325",33.83,1409.589,-11.4,705.7937,14.35,0.8765,0.9019,0.0254000000000001
"6326",33.83,987.5349,-3.5,494.773,4.28,0.7305,0.7558,0.0253
"6327",33.83,987.5349,-3.5,494.773,4.28,0.7305,0.7558,0.0253
"6328",33.82,721.4374,-0.9,722.444,9.17,1.126,1.1515,0.0255000000000001
"6329",33.82,1291.6265,-3.8,646.8181,12.41,0.8481,0.8735,0.0254000000000001
"6330",33.8,1723.7334,3.9,862.8773,12.84,0.9405,0.966,0.0255
"6331",33.8,917.4454,-2,918.4508,3.03,1.2661,1.2917,0.0256000000000001
"6332",33.8,1412.687,-5.5,707.3469,9.58,0.8674,0.8928,0.0254000000000001
"6333",33.79,1064.4921,-4.8,533.2507,5.03,0.7487,0.774,0.0253
"6334",33.79,1697.8148,11.8,849.9247,12.68,0.9548,0.9802,0.0254
"6335",33.78,1577.762,-5,789.8843,9.67,0.905,0.9304,0.0254
"6336",33.78,1960.8684,-5.2,654.6266,13.78,0.7345,0.7599,0.0254
"6337",33.78,964.4138,4.4,965.4253,5.08,1.2947,1.3204,0.0257000000000001
"6338",33.78,821.3953,-10,822.3943,4.8,1.172,1.1975,0.0255000000000001
"6339",33.77,1035.4734,1.5,518.7448,2.57,0.7355,0.7609,0.0254
"6340",33.77,819.4239,-0.6,820.4307,6.97,1.2036,1.2292,0.0256000000000001
"6341",33.77,1364.6685,8.7,683.3474,4.07,0.8694,0.8948,0.0254000000000001
"6342",33.76,1303.6707,-0.9,652.842,10.19,0.8582,0.8836,0.0254000000000001
"6343",33.76,1793.8042,2,598.9432,11.15,0.7467,0.772,0.0253
"6344",33.76,1107.5448,3,1108.5554,15.36,1.4055,1.4312,0.0257000000000001
"6345",33.76,974.457,3.6,488.2375,4.14,0.7325,0.7578,0.0253
"6346",33.76,905.4606,-0.8,906.4672,12.48,1.2712,1.2968,0.0255999999999998
"6347",33.76,951.4702,-1.2,952.4763,14.12,1.3091,1.3347,0.0256000000000001
"6348",33.76,1155.5785,-1.6,578.7956,4.28,0.8095,0.8349,0.0254
"6349",33.75,1613.733,-4.5,807.8702,13.3,0.9161,0.9416,0.0255
"6350",33.75,907.4286,-6.3,908.4302,8.66,1.2374,1.263,0.0255999999999998
"6351",33.75,2164.9873,2.9,722.6718,5.56,0.8014,0.8268,0.0254
"6352",33.73,1078.4788,3.6,1079.4899,9.67,1.422,1.4476,0.0256000000000001
"6353",33.73,1973.8854,12,987.9618,11.5,1.0047,1.0301,0.0254000000000001
"6354",33.73,1158.6509,6.2,580.3363,9.17,0.8339,0.8593,0.0254
"6355",33.73,892.4654,-1.5,893.4714,11.31,1.2784,1.304,0.0256000000000001
"6356",33.73,880.4728,6.5,881.4858,18.02,1.262,1.2876,0.0256000000000001
"6357",33.72,1514.7517,-4.7,758.3796,11.29,0.9141,0.9395,0.0254
"6358",33.72,1561.7083,5.1,781.8654,12.45,0.9405,0.966,0.0255
"6359",33.72,1061.4924,-6,531.7503,5.83,0.7457,0.771,0.0253
"6360",33.72,935.4382,1.7,936.4471,11.7,1.2569,1.2825,0.0256000000000001
"6361",33.72,935.4382,1.7,936.4471,11.7,1.2569,1.2825,0.0256000000000001
"6362",33.72,1154.5244,-12.9,1155.5168,16.45,1.4168,1.4425,0.0256999999999998
"6363",33.71,1095.527,-4.7,1096.5291,14.76,1.3675,1.3932,0.0257000000000001
"6364",33.71,847.4036,-2.8,848.4085,3.44,1.1944,1.22,0.0256000000000001
"6365",33.71,1202.5891,-0.5,602.3015,7.45,0.7811,0.8065,0.0254
"6366",33.71,1403.7144,-3.1,702.8623,10.65,0.8653,0.8907,0.0254000000000001
"6367",33.7,1212.5259,1.8,1213.5353,9.48,1.4466,1.4723,0.0256999999999998
"6368",33.7,1048.4972,-2.5,1049.5018,7.11,1.346,1.3716,0.0255999999999998
"6369",33.69,679.321,-0.2,680.3282,3.21,1.0495,1.075,0.0254999999999999
"6370",33.67,1083.5673,-3.9,542.7888,9.3,0.7609,0.7862,0.0253
"6371",33.67,1907.0338,-19.5,954.5056,18.41,1.1005,1.126,0.0254999999999999
"6372",33.67,915.4814,0.7,916.4893,7.5,1.2763,1.3019,0.0256000000000001
"6373",33.66,1018.5083,-0.1,1019.5154,10.74,1.3522,1.3778,0.0255999999999998
"6374",33.64,1192.6162,4.3,597.3179,9.71,0.7963,0.8217,0.0254
"6375",33.63,722.3785,5.1,723.3895,9.6,1.1178,1.1434,0.0256000000000001
"6376",33.61,936.4335,-2.7,937.4382,8.89,1.263,1.2886,0.0256000000000001
"6377",33.61,1166.576,-12.1,584.2883,17.82,0.7822,0.8075,0.0253
"6378",33.6,1107.5496,-0.6,554.7817,5.05,0.7518,0.7771,0.0253
"6379",33.58,957.4232,1.7,958.4321,16.29,1.2794,1.305,0.0255999999999998
"6380",33.58,1246.6041,4.3,1247.6168,8.71,1.5279,1.5536,0.0257000000000001
"6381",33.56,1976.8785,-0.1,989.4465,13.14,1.0617,1.0872,0.0254999999999999
"6382",33.56,861.463,2.5,862.4724,8.21,1.2395,1.265,0.0254999999999999
"6383",33.55,2122.9993,-1,1062.5059,15.7,1.0729,1.0984,0.0255000000000001
"6384",33.55,1306.6252,0.4,654.3201,8.91,0.8339,0.8593,0.0254
"6385",33.55,1150.6345,-1.2,576.3239,11.75,0.8136,0.8389,0.0253
"6386",33.55,842.461,9.4,843.4762,6.86,1.2241,1.2497,0.0256000000000001
